No,Name,Weight,Calorie,Protein ,Carbohydrates ,Sugar,Fat ,Saturated ,Fiber,Sodium,Source,Country,Original_Portion
878,Turkey Polish Sausage and Peppers,100,12.48934,0.8429,0.85318,0.39061,0.65787,0.16961,0.15419,0.061161765,allrecipes,US,6
879,Chicken and Portobello Rollups,100,20.37109,2.42428,0.82199,0.40504,0.79221,0.20848,0.13104,0.042290854,allrecipes,US,4
880,Stovies,100,23.89967,1.23048,3.48523,0.29748,0.58143,0.26705,0.4327,0.031438037,allrecipes,US,4
881,Korean BBQ Short Ribs (Gal-Bi),100,35.54336,1.44176,1.16142,0.85104,2.77839,1.10134,0.05006,0.111636196,allrecipes,US,5
882,Baked Corn Beef Hash,100,38.25356,2.59477,3.07294,0.78054,1.82126,0.78054,0.44301,0.120948744,allrecipes,US,4
883,Sauerbraten III,100,14.3548,1.391,0.45288,0.04044,0.75211,0.18196,0.03639,0.099472714,allrecipes,US,6
884,Easy Lasagna I,100,21.36798,1.34539,1.90242,0.37135,0.92229,0.44136,0.15524,0.032265036,allrecipes,US,8
885,Vietnamese Aromatic Lamb Chops,100,39.12887,2.7214,0.52172,0.37366,2.8483,1.09984,0.0423,0.021150741,allrecipes,US,5
886,Sandy's Casserole,100,25.76588,1.53682,2.03895,0.28911,1.24772,0.5985,0.10651,0.063400284,allrecipes,US,6
887,Kreatopita Argostoli,100,17.33025,0.82343,1.38514,0.04468,0.93832,0.37022,0.07341,0.018511131,allrecipes,US,12
888,Crawfish Fettuccine II,100,35.67881,1.73587,3.61061,0.1816,1.63973,0.95072,0.20296,0.049138474,allrecipes,US,6
889,Chanterelle Risotto,100,24.22607,0.91765,3.18426,0.156,0.80754,0.48636,0.10553,0.048635678,allrecipes,US,6
890,Spicy Chile Casserole,100,16.33583,0.98337,1.24131,0.20957,0.84366,0.39765,0.16121,0.02848023,allrecipes,US,8
891,German Style Kielbasa,100,22.0436,0.75717,1.33157,0.9362,1.55536,0.52591,0.27228,0.088398202,allrecipes,US,6
892,Echos of Easter,100,28.05824,1.5205,0.7165,0.23519,2.13855,0.8587,0.08204,0.092433574,allrecipes,US,6
893,Excellent Shrimp Creole,100,20.8082,1.80599,1.12429,0.25341,1.02435,0.16775,0.16418,0.028553277,allrecipes,US,6
894,Crispy Kung Pao Chicken,100,63.1941,2.71896,4.2088,0.98081,4.42607,0.66422,0.21727,0.202990856,allrecipes,US,2
895,St. Louis Pork Steaks,100,26.17881,2.04063,0.05064,0.02025,1.82796,0.63295,0,0.009620838,allrecipes,US,5
896,Midwestern Pork Chop Dinner,100,13.19099,1.27513,1.26194,0.33857,0.33857,0.12751,0.22425,0.034736268,allrecipes,US,6
897,Flavorful Beef Stir-Fry,100,17.58673,0.80661,2.76627,0.31735,0.36496,0.07934,0.30942,0.042049476,allrecipes,US,4
898,Baked Spaghetti with Venison,100,17.65724,1.41941,1.79499,0.53167,0.58532,0.19511,0.25852,0.075604224,allrecipes,US,6
899,Javanese Pork Tenderloin,100,15.30683,0.99984,0.99984,0.72669,0.82461,0.18554,0.08246,0.169045152,allrecipes,US,8
900,Faye's Pulled Barbecue Pork,100,19.24314,1.18675,0.73479,0.50465,1.24221,0.42978,0.01941,0.030223376,allrecipes,US,11
901,Shrimp and Mushroom Angel Hair Pasta,100,35.63817,1.31618,2.52606,0.19743,2.04515,1.18456,0.15187,0.018224065,allrecipes,US,6
902,Lemon Balm Pesto Spaghetti,100,30.25578,0.72038,3.7511,0.59174,1.49221,0.20582,0.32931,0.024184046,allrecipes,US,4
903,Kobbari Annam (Coconut Rice),100,84.68956,1.68359,13.16259,0.45916,2.84679,1.78562,0.63262,0.017346054,allrecipes,US,4
904,Fried Tempeh in Batter,100,28.05481,1.2649,2.50547,0.03243,1.52437,0.25136,0.12973,0.002432498,allrecipes,US,4
905,Lentils And Spinach,100,14.85349,0.87321,2.16051,0.29707,0.38709,0.04501,0.93622,0.057613539,allrecipes,US,4
906,Tomato Pie I,100,31.44295,1.12872,1.47137,0.33593,2.37166,0.9406,0.14781,0.052404915,allrecipes,US,6
907,Chicken Tortilla Casserole,100,16.52668,0.98707,1.13196,0.22187,0.91463,0.40751,0.13584,0.048900862,allrecipes,US,8
908,Glazed Ham,100,10.47142,1.17394,0.43358,0.4254,0.42336,0.13907,0.00205,0.003272318,allrecipes,US,12
909,Easy Pork Roast,100,10.39089,0.65716,0.82146,0.15149,0.4694,0.16856,0.13869,0.011308355,allrecipes,US,8
910,Machhere Jhol (Bengali Fish Curry),100,20.62006,2.51711,0.32026,0.14046,0.98886,0.1517,0.10113,0.023597892,allrecipes,US,4
911,Snapper in Black Sauce,100,20.49902,2.31895,1.0826,0.12812,0.73028,0.1025,0.17937,0.005124756,allrecipes,US,6
912,Delightful Indian Coconut Vegetarian Curry in the Slow Cooker,100,13.81491,0.25382,2.59256,1.09504,0.32996,0.28282,0.23206,0.014141246,allrecipes,US,8
913,Vegan Fajitas,100,10.41639,0.15782,0.94168,0.34721,0.75756,0.10522,0.19465,0.006839046,allrecipes,US,6
914,Spicy Sausage Casserole,100,20.55253,0.9502,1.2599,0.46454,1.33028,0.44343,0.19708,0.092204821,allrecipes,US,6
915,Apricot Chops,100,56.48127,1.45289,6.51986,4.43133,2.88763,0.50851,0.0454,0.109875142,allrecipes,US,4
916,Chicken Pot Pie II,100,14.25185,0.6241,1.56491,0.07918,0.61944,0.10246,0.19096,0.02235584,allrecipes,US,8
917,Monica's Japanese Garlic Dollop Shrimp,100,58.41182,2.76413,1.88795,0.49024,4.37046,0.67799,0.17732,0.139771151,allrecipes,US,4
918,Hot Lips Chicken,100,21.01629,1.34504,1.31802,0.21917,1.1559,0.40832,0.10208,0.045034902,allrecipes,US,8
919,Hearty Fettuccini Bolognese Sauce,100,24.08296,1.19837,2.04445,0.32053,1.25324,0.40427,0.17326,0.034362971,allrecipes,US,6
920,Slow-Cooked,,,,,,,,,0,allrecipes,US,
921,Barbecued Shredded Beef,100,13.41939,0.68902,0.80938,0.48743,0.73415,0.29487,0.02708,0.021964466,allrecipes,US,9
922,Perogie Casserole,100,24.20218,1.1443,1.97227,0.14436,1.3205,0.60081,0.15922,0.045644457,allrecipes,US,7
923,Gnocchi II,100,30.87167,0.69108,6.30044,0.17655,0.34302,0.19169,0.43382,0.003026634,allrecipes,US,4
924,Cheeseburger Salad,100,19.93926,1.36426,1.37661,0.72843,1.02474,0.48151,0.12346,0.054940985,allrecipes,US,6
925,Italian Cheese Balls,100,27.92553,1.01758,1.53215,0.46832,2.05828,0.55504,0.1908,0.037580944,allrecipes,US,6
926,Adrienne's Overnight Barbecued Beef Sandwiches,100,25.14322,1.02847,2.47815,0.71838,1.27137,0.4393,0.18347,0.031784342,allrecipes,US,10
927,Baked Bar-be-Que Chicken,100,33.25525,2.32919,1.5374,1.08871,1.8937,0.54106,0.03299,0.054765597,allrecipes,US,6
928,Tuna Noodle Casserole III,100,15.16747,0.83867,2.14129,0.20967,0.34796,0.08922,0.12491,0.032119341,allrecipes,US,9
929,Pork Scaloppini with Mustard Creme,100,81.51595,3.55189,2.73496,1.03005,5.57647,3.26774,0.14208,0.046174611,allrecipes,US,2
930,Slow Cooker BBQ Pork Chops,100,39.30636,1.6763,2.19653,1.58237,2.57225,0.88873,0.03613,0.073699422,allrecipes,US,6
931,Three Cheese Manicotti,100,27.41779,1.56762,2.39203,0.40596,1.29907,0.74322,0.17487,0.049339537,allrecipes,US,7
932,Pasta alla Carbonara,100,15.09137,0.52281,0.98094,0.05929,1.01328,0.37998,0.08624,0.015899836,allrecipes,US,16
933,Filipino Lumpia,100,21.3464,1.19306,0.13451,0.05263,1.7662,0.45617,0.02924,0.003508998,allrecipes,US,6
934,Fettuccine Alfredo III,100,18.94358,0.42883,1.83689,0.08621,1.13838,0.69408,0.08621,0.049956233,allrecipes,US,4
935,Pink Sauce Beef Tips,100,21.25858,1.15058,0.45184,0.279,1.6197,0.65677,0.0716,0.026418905,allrecipes,US,8
936,Janet's Chicken Casserole,100,18.58809,0.8901,1.34093,0.21039,1.07968,0.3283,0.11791,0.044389471,allrecipes,US,9
937,Apple-Maple Stuffed Pork Chops,100,32.25806,1.7716,5.08973,0.58861,0.58861,0.22506,0.16158,0.02596803,allrecipes,US,4
938,Kosher Salt Encrusted Prime Rib Roast,100,17.08729,1.57762,0.05244,0,1.1275,0.48072,0.01311,1.351250956,allrecipes,US,6
939,Cabbage Rolls,100,6.7101,0.27388,0.90533,0.17346,0.24345,0.09738,0.12173,0.012172521,allrecipes,US,12
940,Crawford Polish Bake,100,20.14029,0.77585,1.64736,0.19131,1.16909,0.61112,0.26039,0.066425762,allrecipes,US,6
941,Grandma's Meatloaf,100,48.30142,2.1433,1.4824,0.23471,3.70599,1.4021,0.13589,0.079061149,allrecipes,US,5
942,Pollo Borracho,100,17.40077,0.85996,0.35272,0.11757,0.83645,0.31913,0.03695,0.005038833,allrecipes,US,6
943,Baked Orange Salmon with Fennel,100,65.13033,5.55686,1.5659,0.73445,3.97711,0.73445,0.30487,0.022172027,allrecipes,US,2
944,25-Minute Tunisian Vegetable Couscous,100,15.26242,0.53635,2.84346,0.20113,0.19325,0.02761,0.34705,0.027606442,allrecipes,US,6
945,Saffron Scented Cauliflower Pasta,100,30.91605,0.91982,5.0015,0.86233,0.86872,0.37048,0.38326,0.015330272,allrecipes,US,6
946,Lori's Spicy Chipotle Lasagna,100,12.79617,0.718,0.60567,0.16298,0.84794,0.46031,0.08369,0.021363662,allrecipes,US,12
947,Mexican Lasagna,100,12.34492,0.56535,1.59667,0.06625,0.4218,0.21642,0.11704,0.013250357,allrecipes,US,12
948,Methi Murgh (Fenugreek Chicken),100,16.53225,1.2307,0.26827,0.08719,1.14016,0.27163,0.07042,0.008718834,allrecipes,US,6
949,Marinated Crab Legs,100,20.15268,2.48877,0.61786,0.12126,0.67561,0.09239,0.06929,0.110291146,allrecipes,US,4
950,Mom's 'Sweet 'n' Sours' Pork Ribs,100,35.36955,1.68906,3.12925,2.6739,1.78436,0.6142,0.03177,0.131312115,allrecipes,US,4
951,Slumgullion,100,49.58047,2.53242,4.93516,0.66362,2.23494,0.86194,0.2746,0.062547674,allrecipes,US,4
952,Amanda's Stuffed Peppers,100,28.51782,1.88086,2.16229,1.03189,1.36492,0.5863,0.38462,0.063320826,allrecipes,US,4
953,How to Cook a Turkey,100,6.12027,0.78443,0.02586,0.01034,0.29653,0.09482,0.0069,0.010344114,allrecipes,US,24
954,Chinese Roast Chicken with Gravy,100,39.45086,2.92956,0.25493,0.03343,2.90031,0.74388,0.01254,0.106567482,allrecipes,US,5
955,Summer Chicken Bake,100,20.3534,1.6623,1.79319,0.15707,0.73953,0.40576,0.2945,0.013743456,allrecipes,US,4
956,Gourmet Chicken Sandwich,100,53.10923,3.52027,5.90103,0.10174,1.59735,0.3154,0.3154,0.08444571,allrecipes,US,4
957,Chicken Tartar Burger,100,20.37638,1.73945,1.92168,0.12149,0.59086,0.12701,0.13805,0.030923508,allrecipes,US,8
958,Campfire Reubens,100,63.80358,3.07111,4.16325,1.18246,4.01544,1.38775,0.41879,0.216784365,allrecipes,US,4
959,Spiced Apple-Kraut Pork,100,23.76885,1.74838,1.31414,0.99418,1.25129,0.38282,0.19998,0.094275479,allrecipes,US,6
960,No Eggplant Moussaka,100,17.80605,1.06604,1.14737,0.29047,1.00213,0.4909,0.16557,0.015685591,allrecipes,US,6
961,Kalbi (Korean BBQ Short Ribs),100,73.6287,2.41174,3.01636,2.75436,5.75056,2.4319,0.04031,0.1901179,allrecipes,US,4
962,Crawfish Michelle,100,27.52857,0.98083,1.0266,0.21578,2.21013,1.347,0.09154,0.02550153,allrecipes,US,6
963,Schweinebraten Pork Roast,100,6.1167,0.77154,0.08688,0.0278,0.2537,0.08341,0.0139,0.011468806,allrecipes,US,12
964,Italian Turkey Pasta Skillet,100,25.62765,2.01774,2.7599,0.77115,0.74216,0.25512,0.49284,0.038847336,allrecipes,US,6
965,Tonkatsu - Asian-Style Pork Chop,100,14.094,1.45025,0.73023,0.00511,0.67406,0.19405,0,0.010213044,allrecipes,US,8
966,Lemon Chicken Piccata,100,35.16685,3.43315,1.34486,0.05847,1.77087,0.68496,0.10859,0.029236102,allrecipes,US,4
967,Chicken Fried Steak II,100,17.01988,1.30635,0.98163,0.07465,0.8398,0.22021,0.04479,0.012317018,allrecipes,US,8
968,Authentic Cochinita Pibil (Spicy Mexican Pulled Pork),100,13.32821,0.77178,1.12777,0.37877,0.70913,0.23638,0.23068,0.009113304,allrecipes,US,6
969,Honey Fried Chicken,100,18.08405,1.09271,1.34832,0.57192,0.91059,0.19809,0.03195,0.007348642,allrecipes,US,8
970,Slow Cooker Buffalo Chicken Sandwiches,100,32.06835,1.73657,4.47182,0.27186,0.77674,0.23857,0.19973,0.160896582,allrecipes,US,6
971,Tacos de Alambre,100,26.23562,1.22881,2.03484,0.13039,1.49353,0.57292,0.30029,0.024892232,allrecipes,US,8
972,Baked Asian-Style Honey Chicken,100,41.34987,3.42137,0.58023,0.49353,2.7411,0.78031,0.02001,0.036681339,allrecipes,US,5
973,Chili Tuna Roll-Ups,100,38.8585,2.03372,4.57586,0.25421,1.32918,0.5738,0.29779,0.068274755,allrecipes,US,6
974,Sarmale (Stuffed Cabbage or Vine Leaves),100,25.48185,1.50057,3.51522,0.42516,0.59189,0.12227,0.30567,0.009725896,allrecipes,US,5
975,Gorgonzola Stuffed Chicken Breasts Wrapped in Bacon,100,74.45046,8.35082,0.61858,0.08837,3.99867,1.61273,0.04418,0.178946206,allrecipes,US,2
976,Spinach Casserole,100,42.0086,2.40328,4.87495,0.28331,1.52403,0.87925,0.40055,0.059593591,allrecipes,US,4
977,Shepherd's Pie,100,12.41915,0.52116,1.24561,0.08871,0.60248,0.25134,0.18481,0.039179449,allrecipes,US,8
978,One Pot Pasta,100,17.69436,0.64676,3.36803,0.65286,0.14033,0.02441,0.30508,0.046981586,allrecipes,US,4
979,Shrimp and Crab Enchiladas,100,17.27685,0.81089,1.96672,0.08472,0.67474,0.3056,0.14826,0.030257186,allrecipes,US,12
980,Lamb Chops in Duck Sauce,100,45.69548,2.08112,1.5734,1.47855,3.38671,1.48971,0.01674,0.022875635,allrecipes,US,6
981,Lobster Tails Steamed in Beer,100,37.44178,6.46722,0.7345,0,0.30455,0.05374,0,0.102113938,allrecipes,US,2
982,Black Lung Braised Brisket,100,25.83282,1.23765,0.20351,0.11214,2.14304,0.78911,0.00415,0.023673161,allrecipes,US,8
983,Slow Cooker Spaghetti Chicken,100,30.64577,1.91008,3.09274,0.15018,1.14511,0.50216,0.14549,0.072742632,allrecipes,US,6
984,Spicy Salmon Melt,100,67.65383,2.95172,2.98425,0.58547,4.91954,1.09775,0.13823,0.114653721,allrecipes,US,4
985,Herbed Salmon,100,40.43716,4.30601,0.12022,0,2.4153,0.4918,0.0765,0.012021858,allrecipes,US,4
986,Spicy Peruvian Pork,100,27.14401,1.84017,0.66026,0.34847,1.87074,0.63581,0.04891,0.040960556,allrecipes,US,4
987,The Munroe Melt,100,187.81349,10.59403,17.11689,1.68695,8.56969,3.3514,0.96718,0.533075418,allrecipes,US,1
988,Dad's Leftover Turkey Pot Pie,100,17.7933,0.67753,1.30243,0.0888,1.09523,0.41441,0.13814,0.025982825,allrecipes,US,12
989,Left-Over Turkey Pot Pie,100,22.29885,1.08534,1.76121,0.1036,1.21854,0.43907,0.20227,0.027133561,allrecipes,US,8
990,Chicken Enchilada Casserole I,100,15.95068,1.39456,0.91275,0.06584,0.74516,0.36211,0.10773,0.061049513,allrecipes,US,8
991,Caribbean-Spiced Roast Chicken,100,34.40103,3.12183,0.32505,0.23024,1.97061,0.52143,0.03386,0.029118982,allrecipes,US,4
992,Apple Jack Iowa Pork Chops from Des Moines,100,43.30567,1.79295,2.73811,1.72994,2.42306,1.37478,0.20049,0.049835885,allrecipes,US,4
993,Apple Butter Pork Loin,100,24.04989,2.5714,1.01826,0.91921,1.00637,0.33282,0.01981,0.005943136,allrecipes,US,6
994,Fried Bass,100,42.40488,3.7946,2.33864,0.0728,2.02925,0.40949,0.24569,0.057328492,allrecipes,US,3
995,Reuben Sandwich I,100,56.45735,2.43486,3.57397,1.05368,3.68076,1.22455,0.477,0.174426883,allrecipes,US,4
996,Snowball Shrimp,100,38.48418,0.8767,3.72082,2.89352,2.37079,0.33339,0.13171,0.019756582,allrecipes,US,6
997,Salmon in Lemon-Dill Sauce,100,56.77086,2.89803,0.5949,0.22096,4.55527,2.38812,0.03399,0.041643296,allrecipes,US,4
998,Soy Sauce Chicken and Rice,100,21.61032,1.52368,1.81746,0.20913,0.88632,0.18921,0.10457,0.090623911,allrecipes,US,4
999,Orcchiette Pasta with Broccoli Rabe and Sausage,100,36.63479,1.5749,3.45462,0.12983,1.84585,0.48545,0.30482,0.08128521,allrecipes,US,6
1000,Fish in Ginger-Tamarind Sauce,100,13.37585,1.23058,0.97376,0.20331,0.51363,0.0749,0.28892,0.035312246,allrecipes,US,4
1001,Barb's Supreme Curried Ham and Egg Stacks,100,79.55732,3.19482,7.62163,0.93965,4.23888,0.79349,0.31322,0.100229693,allrecipes,US,2
1002,Grilled Sausage Burrito,100,32.71522,1.17888,2.18854,0.16922,2.15469,0.8348,0.23972,0.067122612,allrecipes,US,6
1003,Pork with Plum Sauce,100,24.53858,2.05439,1.50003,1.23101,1.14133,0.29348,0.10598,0.076632101,allrecipes,US,4
1004,Canadian Moose Lasagna,100,18.74255,1.39757,1.58174,0.45141,0.76559,0.33585,0.22029,0.031779278,allrecipes,US,6
1005,Scottish Shepherd's Pie,100,13.12183,0.53053,1.89931,0.16977,0.4315,0.2016,0.18745,0.038905689,allrecipes,US,8
1006,Summer Nights Eggplants,100,30.15216,1.09389,4.73553,0.93028,0.79938,0.34593,0.57499,0.057031999,allrecipes,US,4
1007,Sesame Shrimp Stir-Fry,100,22.3843,1.37139,2.86179,0.19267,0.52702,0.085,0.17567,0.050435502,allrecipes,US,4
1008,Owen's Peachy Pig Out,100,26.54936,1.33205,1.18557,0.91092,1.78064,0.63169,0.04577,0.02105639,allrecipes,US,6
1009,Mexican Lasagna,100,30.7111,1.59395,2.281,0.34352,1.64892,0.69392,0.32978,0.061834421,allrecipes,US,5
1010,Orange Soy Pork Loin,100,14.98786,1.4044,0.12458,0.06418,0.95137,0.30202,0.0151,0.021141569,allrecipes,US,10
1011,Johnny Marzetti III,100,25.98831,1.45685,1.57434,0.32897,1.53674,0.76602,0.15038,0.040415813,allrecipes,US,6
1012,Sweet Plantain Pie,100,28.48233,0.88149,3.37093,1.5858,1.43962,0.56699,0.27021,0.039423443,allrecipes,US,6
1013,Turkey and Tortellini Alfredo,100,65.32753,3.5108,3.22638,0.5244,4.35517,1.92872,0.14221,0.132432673,allrecipes,US,4
1014,Chinese Dandelion Dumplings,100,20.8526,0.92832,1.91207,0.14548,1.04263,0.25979,0.10392,0.062003582,allrecipes,US,10
1015,Squashed Washington,100,32.73899,1.43072,1.77014,0.62728,2.29001,0.75188,0.28786,0.051987111,allrecipes,US,4
1016,Cheeseburger and Fries Casserole,100,22.32533,1.47234,0.92185,0.06117,1.39806,0.67719,0.07864,0.04456328,allrecipes,US,8
1017,Pork and Bamboo Shoots,100,51.63461,1.79917,1.74066,0.80451,4.34433,0.9069,0.57047,0.04973305,allrecipes,US,2
1018,Jeera Fried Rice,100,36.47325,0.57928,6.061,0.33255,1.0942,0.15018,0.24673,0.002145485,allrecipes,US,3
1019,Fast and Easy Tofu Lo-Mein,100,26.18803,1.16923,2.63932,0.34188,1.35385,0.39658,0.26667,0.090940171,allrecipes,US,4
1020,Cabbage Rolls II,100,16.90245,1.30547,1.25738,0.44661,0.74206,0.28858,0.13742,0.051531871,allrecipes,US,6
1021,Best Salmon Bake,100,61.89412,6.46271,0.75559,0.3376,3.53681,0.72344,0.25722,0.06591322,allrecipes,US,2
1022,Roasted Barbecued Turkey Legs,100,21.13764,2.00492,1.97683,1.29565,0.50913,0.14747,0.02809,0.167134832,allrecipes,US,4
1023,Chinese Happy Family,100,16.67643,1.33198,1.55043,0.74591,0.51148,0.08525,0.51148,0.049016996,allrecipes,US,4
1024,Chef John's Buttermilk Fried Chicken,100,27.71257,1.44931,1.22313,0.13834,1.86654,0.34256,0.0549,0.031621317,allrecipes,US,4
1025,Pork Steaks,100,20.52624,1.54092,0.22678,0.06396,1.47696,0.66289,0.06396,0.04186655,allrecipes,US,6
1026,Stir Fry Glazed Chicken,100,44.62432,3.26005,2.16924,0.93587,2.49772,0.45864,0.04338,0.017973684,allrecipes,US,5
1027,Spicy Shrimp Creole,100,8.87518,0.97257,0.64715,0.15901,0.28105,0.04068,0.14052,0.034761128,allrecipes,US,8
1028,Slow Cooker Lasagna II,100,18.52115,1.17668,1.78813,0.41948,0.73231,0.34838,0.15642,0.030572343,allrecipes,US,10
1029,Swiss Steak Italian Style,100,30.2076,1.4354,3.4878,0.83553,1.06262,0.27851,0.35992,0.055701952,allrecipes,US,5
1030,Cauliflower Cheese Pie,100,29.10159,1.42788,1.93784,0.46916,1.82905,0.78194,0.42157,0.064594652,allrecipes,US,4
1031,Oh-So-Good Chicken,100,26.50964,1.66335,1.88612,0.25247,1.3886,0.63861,0.14851,0.053464817,allrecipes,US,5
1032,Toasted Apple-Pecan Brie Sandwiches,100,54.04623,1.2643,5.80032,4.05347,3.08836,1.65034,0.42465,0.052116006,allrecipes,US,4
1033,Chicken with Cashews,100,52.87971,3.00365,1.12758,0.38882,4.10207,1.0401,0.22357,0.024301336,allrecipes,US,4
1034,Roasted Turkey Legs,100,32.62624,2.78431,3.34818,2.88931,0.51331,0.15944,0.09722,0.56930645,allrecipes,US,4
1035,Noodles with Ham in a Creamy Tomato Sauce,100,34.35345,1.45474,3.0176,0.82566,1.89706,1.06157,0.17693,0.078634512,allrecipes,US,8
1036,Beef Burger Pie with Cheese Puff,100,18.71401,0.94565,1.40355,0.27374,1.0004,0.35338,0.16425,0.05624157,allrecipes,US,6
1037,Spinach Mushroom and Ricotta Fettuccine,100,32.08488,1.86629,4.80634,0.21092,0.80532,0.38348,0.46657,0.028761345,allrecipes,US,4
1038,Runza Burritos International,100,17.83873,0.95565,1.76396,0.20706,0.7685,0.35837,0.17918,0.025882081,allrecipes,US,8
1039,Noodles Mexicana,100,18.25487,0.86535,2.47656,0.25136,0.58927,0.2184,0.25136,0.04161945,allrecipes,US,8
1040,Scottish Mince Pie,100,20.82423,0.80265,1.07466,0.04013,1.45368,0.48159,0.08918,0.013377449,allrecipes,US,8
1041,Mussels Marinara di Amore,100,23.87253,1.02086,4.14628,0.18847,0.42405,0.06282,0.4162,0.014920333,allrecipes,US,4
1042,Pork Chops with Scalloped Potatoes,100,14.58624,0.69723,1.71955,0.12832,0.56891,0.29515,0.18393,0.006843983,allrecipes,US,6
1043,Old Chinatown Pork Burgers,100,34.03363,1.51385,2.26517,0.10653,2.05211,0.68964,0.14578,0.117744024,allrecipes,US,6
1044,Cheese and Bacon-Stuffed Pasta Shells,100,42.59639,1.58802,3.99808,0.41725,2.217,1.20814,0.25533,0.034874235,allrecipes,US,4
1045,Perfect Pressure Cooker Pot Roast,100,21.74842,1.37953,0.52039,0.17183,1.51208,0.54494,0.02455,0.080513322,allrecipes,US,6
1046,Eggplant,,,,,,,,,0,allrecipes,US,
1047,Elegant Pheasant,100,17.34213,1.15316,1.75805,0.10727,0.58701,0.18176,0.15495,0.266985301,allrecipes,US,6
1048,Honey Mustard Beer Brats,100,22.38212,0.67402,2.74728,0.66265,0.91576,0.29009,0.12514,0.057448382,allrecipes,US,10
1049,Strange But True Casserole,100,17.90117,1.10476,1.68271,0.43986,0.75185,0.17901,0.19947,0.062909809,allrecipes,US,6
1050,Awesome Slow Cooker Pot Roast,100,12.42182,1.32966,0.14288,0.02624,0.69107,0.2566,0.00292,0.018661884,allrecipes,US,12
1051,Tortilla Filled with Lunchmeat,100,163.26073,4.25898,23.72324,1.53174,5.67863,2.12949,1.94269,0.313819255,allrecipes,US,1
1052,Salmon With Green Fettuccine,100,57.37037,3.68659,5.41402,0.61794,2.19791,0.88478,0.28791,0.039323634,allrecipes,US,3
1053,Simple Chicken Parmesan,100,41.23034,2.62952,3.88661,0.16723,1.68381,0.36905,0.35752,0.03575218,allrecipes,US,4
1054,Surf and Turf - Gulf Coast Style,100,61.26109,3.4831,0.40589,0.15103,4.97451,1.64244,0.05664,0.097224844,allrecipes,US,4
1055,Spicy Smoky Macaroni and Cheese with Turkey Bacon,100,50.44332,2.16089,4.32178,0.66853,2.79565,1.41809,0.18233,0.10534348,allrecipes,US,6
1056,Loaded Greek Burgers,100,40.35004,2.46301,2.32299,0.41368,2.36118,1.03739,0.27367,0.068735084,allrecipes,US,4
1057,Rice Cooker Crawfish Tails,100,17.16095,0.86891,2.37864,0.10861,0.45075,0.08146,0.14663,0.022265788,allrecipes,US,6
1058,Potato Pizza,100,37.92254,2.22319,5.11292,0.89424,1.13436,0.19872,0.79488,0.044298164,allrecipes,US,2
1059,Chicken Pot Pie V,100,25.21857,1.79284,3.14827,0.34561,0.60481,0.28621,0.35641,0.089102014,allrecipes,US,4
1060,Meatball Grinders with a Yummy Sauce,100,28.6405,1.04073,3.58109,1.5529,1.13087,0.50397,0.29091,0.099975416,allrecipes,US,6
1061,Elegant Chicken Lasagna With White Sauce,100,25.77621,1.32536,1.86622,0.16567,1.45204,0.5165,0.10233,0.045802717,allrecipes,US,8
1062,Paella,100,12.2119,1.11035,0.76201,0.07521,0.47898,0.16032,0.03563,0.034240814,allrecipes,US,10
1063,Marinated Salmon 'Smoothly',100,18.81145,1.46487,1.60187,0.29508,0.61651,0.12119,0.45316,0.296662416,allrecipes,US,4
1064,Cranberry BBQ Chicken,100,36.51231,2.09344,2.64874,1.76419,1.91653,0.6241,0.1032,0.049633157,allrecipes,US,5
1065,The Supreme Shepherd's Pie,100,26.56477,1.39738,3.18777,0.40029,0.90247,0.34934,0.30568,0.062590975,allrecipes,US,4
1066,Green Bean and Canadian Bacon Casserole,100,11.9374,0.88425,1.11335,0.30145,0.4582,0.1447,0.21704,0.079984566,allrecipes,US,6
1067,Marinated Tofu,100,58.3629,2.12896,10.66928,1.18683,0.99107,0.1713,0.208,0.167625107,allrecipes,US,2
1068,Grilled Tri-tip Roast,100,27.08796,2.38046,0.03283,0.01094,1.86606,0.74423,0.00547,0.022436494,allrecipes,US,8
1069,Easter Leftovers Casserole,100,17.46246,0.60206,1.84326,0.18832,0.87312,0.44227,0.11984,0.03252812,allrecipes,US,6
1070,Deep-Fried Turkey,100,3.7496,0.42782,0.00933,0.00187,0.20893,0.0541,0.00187,0.003544402,allrecipes,US,16
1071,Dinner in a Pumpkin I,100,9.11415,0.45696,0.96136,0.21724,0.40202,0.15981,0.0849,0.011486331,allrecipes,US,9
1072,Jewish Style Sweet and Sour Brisket,100,14.23298,0.68503,0.86605,0.79506,0.89089,0.34784,0.01775,0.036203592,allrecipes,US,10
1073,Chicken Cordon Bleu-ish Grilled Sandwich,100,272.21836,19.31872,13.0255,2.63437,15.76964,5.74439,0.47565,0.461014965,allrecipes,US,1
1074,Northwest Fried Razor Clam Fillets,100,53.31788,2.84942,8.50961,0.05795,1.35227,0.56988,0.1642,0.043465662,allrecipes,US,4
1075,Pumpkin Rice with Apricots,100,13.94602,0.21851,2.3072,0.91902,0.51414,0.32134,0.17995,0.028920308,allrecipes,US,6
1076,Deer Meat,100,18.62433,1.78196,0.75302,0.35064,0.9772,0.56333,0.14371,0.042537048,allrecipes,US,6
1077,Mexican Casserole,100,29.45802,2.05592,2.60826,0.3222,1.27345,0.49097,0.56768,0.098960531,allrecipes,US,5
1078,Picadillo,100,7.93851,0.64161,0.26643,0.11962,0.48936,0.16312,0.07069,0.028817895,allrecipes,US,12
