No,Name,Weight,Calorie,Protein ,Carbohydrates ,Sugar,Fat ,Saturated ,Fiber,Sodium,Source,Country,Original_Portion
204,Easy Shrimp Dinner,100,6.43931,1.06389,0.35696,0.11199,0.05949,0.014,0.05949,0.045495109,allrecipes,US,8
205,Duck Cassoulet,100,26.03016,1.74326,1.90951,0.209,1.27301,0.37525,0.73625,0.027550172,allrecipes,US,8
206,Cola-Basted Ham,100,10.07845,1.05028,0.63502,0.45618,0.34252,0.1167,0.01364,0.005001334,allrecipes,US,13
207,Shepherd's Pie Mexicana,100,18.02153,0.88624,2.19227,0.30955,0.67422,0.27562,0.31803,0.035194993,allrecipes,US,6
208,Kielbasa and Veggies,100,42.91389,1.47704,2.36858,0.13972,3.09379,1.35728,0.30605,0.099134404,allrecipes,US,4
209,Parma Chicken,100,90.64232,9.56418,0.47821,0.04347,5.43419,2.43452,0.21737,0.236930768,allrecipes,US,2
210,Mushroom Meatloaf,100,50.12942,3.17814,1.71685,0.66184,3.32886,1.30402,0.13106,0.101569411,allrecipes,US,4
211,Greek Stuffed Zucchini,100,23.99277,1.17937,1.2888,0.34854,1.62924,0.57145,0.20264,0.006484532,allrecipes,US,4
212,Nana Lara's Brisket,100,13.74412,0.82742,0.22213,0.14716,1.04677,0.41094,0.02221,0.026099946,allrecipes,US,10
213,Swedish Meatball Casserole,100,30.09093,1.77275,2.2372,0.1897,1.53725,0.6934,0.11121,0.10008504,allrecipes,US,4
214,Slow Cooker Sweet and Sour Pork Chops,100,20.41001,1.53487,1.80234,1.29209,0.79418,0.30039,0.20163,0.034976833,allrecipes,US,4
215,Mushroom,,,,,,,,,0,allrecipes,US,
216,Farfalle Festival,100,134.82101,6.26162,15.57415,1.0315,5.46258,2.39714,0.78452,0.167073454,allrecipes,US,2
217,Marinated Pork Roast with Currant Sauce,100,27.73931,2.76564,1.55489,1.20245,1.06977,0.3483,0.01659,0.068415335,allrecipes,US,6
218,Shrimp Scampi,100,54.07335,3.14982,3.16766,0.15169,2.74828,1.56152,0.18738,0.060676363,allrecipes,US,4
219,Schweineruckbraten (Microwave Loin of Pork),100,36.14291,3.65073,0.84528,0.34248,1.9456,0.70683,0.18217,0.064853206,allrecipes,US,3
220,Mussels Provencal,100,15.04789,0.75725,2.44164,0.32037,0.26698,0.03883,0.19902,0.016018718,allrecipes,US,6
221,Gorgonzola and Wild Mushroom Risotto,100,29.03214,0.8683,4.86355,0.17046,0.41018,0.21308,0.47943,0.040485183,allrecipes,US,4
222,Awesome Roast Beef,100,15.71589,1.8012,0.16838,0.03062,0.82151,0.27554,0,0.033676906,allrecipes,US,7
223,Chicken Teriyaki with Asparagus,100,27.86013,3.28607,1.14298,0.83045,0.96439,0.52684,0.12501,0.195556667,allrecipes,US,4
224,Johnny Marzetti I,100,23.88985,1.25301,2.75043,0.15491,0.89845,0.38554,0.37522,0.018244406,allrecipes,US,6
225,Chicken Noodle Casserole II,100,27.20249,1.86246,2.65562,0.32902,1.03405,0.48765,0.21151,0.068740636,allrecipes,US,4
226,Chicken Fried Steak with Cream Pork Sausage Gravy,100,51.28074,1.4548,1.45907,0.0384,4.4412,2.10328,0.05546,0.037969931,allrecipes,US,4
227,Pork Chops with Fresh Tomato,,,,,,,,,0,allrecipes,US,
228,Addictive Sesame Chicken,100,32.79415,1.50676,3.02681,2.23798,1.63971,0.23931,0.03988,0.049191225,allrecipes,US,4
229,Quick Savory Cranberry Glazed Pork Loin Roast,100,15.97194,1.12833,1.47902,1.16645,0.6061,0.22109,0.0305,0.030876551,allrecipes,US,10
230,Spicy Couscous with Dates,100,64.05694,1.94112,12.06729,2.01661,1.1431,0.12941,0.99213,0.034508789,allrecipes,US,2
231,Deep Fried Lobster,100,13.96181,0.99507,0.82794,0.01028,0.73537,0.1517,0.06428,0.018255776,allrecipes,US,8
232,Jenni's Turkey and Dressing Pie,100,38.08025,2.37751,3.01774,1.19376,1.83732,0.84363,0.25342,0.091032468,allrecipes,US,4
233,Leftover Chicken a la King,100,17.75473,1.73243,1.57102,0.4089,0.53802,0.23673,0.31205,0.040889673,allrecipes,US,4
234,Guinataan Hito (Catfish),100,41.69129,2.05233,0.58024,0.12894,3.5674,2.04158,0.15043,0.006447107,allrecipes,US,4
235,Puerto Rican Shepherd Pie (Pastelon),100,13.34229,0.60481,1.93904,0.8753,0.43765,0.14588,0.20667,0.031608156,allrecipes,US,8
236,Father-in-Law's Scallops with Sun-Dried Tomatoes and Bacon,100,48.20439,2.69759,3.41139,0.12051,2.41022,0.8992,0.21321,0.055620446,allrecipes,US,4
237,OTTERCOON's Beanwiches,100,41.82279,2.06083,3.36125,1.06899,2.40798,1.14062,0.53449,0.130041878,allrecipes,US,4
238,Vegan Mac and No Cheese,100,58.97182,1.5016,5.60596,0.54604,3.56743,0.48233,0.47323,0.030031943,allrecipes,US,4
239,Kaes-Spaetzle,100,65.5383,2.93268,4.60467,0.33976,3.92515,1.63622,0.21459,0.044705525,allrecipes,US,4
240,Stuffed Cabbage,100,10.85102,0.61256,0.85758,0.36316,0.57318,0.22315,0.18814,0.01268869,allrecipes,US,8
241,Horseshoes,100,118.20069,7.61246,6.28374,0.44291,6.98962,4.12457,0.31834,0.549480969,allrecipes,US,2
242,Easter Deja Vu,100,27.43177,2.23933,0.55283,0.22393,1.74948,0.60182,0.15395,0.041987404,allrecipes,US,6
243,Musaka,100,40.7086,1.55453,2.47719,0.36347,2.76237,0.86674,0.34669,0.053681668,allrecipes,US,4
244,Open-Face Swiss Burger,100,45.18454,2.8922,1.93787,0.43821,2.87272,1.40228,0.2045,0.025318921,allrecipes,US,4
245,Afghan Beef Raviolis (Mantwo),100,27.4882,1.84703,3.08563,0.46176,0.84746,0.32051,0.49979,0.063559667,allrecipes,US,4
246,Cod Curry,100,15.60524,1.62239,0.7837,0.43997,0.57746,0.07562,0.21999,0.052246604,allrecipes,US,4
247,Fry Bread Tacos II,100,34.0085,1.52025,2.87909,0.23648,1.78301,0.56305,0.27027,0.084833561,allrecipes,US,4
248,Spicy Peanut Chicken,100,27.12903,1.48684,1.7842,0.29279,1.67441,0.28364,0.30652,0.027906764,allrecipes,US,8
249,Cherokee Chicken,100,33.80421,1.62236,1.50515,0.94997,2.31941,0.66005,0.09253,0.008019246,allrecipes,US,4
250,Chicken Saltimbocca,100,50.32083,3.79214,0.26865,0.08266,3.22384,1.78758,0,0.072329741,allrecipes,US,4
251,Beef Pot Pie II,100,24.89097,1.28276,2.32534,0.48035,1.119,0.36572,0.13646,0.078603049,allrecipes,US,5
252,Baked Ziti Casserole,100,20.35761,1.19202,2.6146,0.27471,0.56413,0.31395,0.20112,0.055922102,allrecipes,US,8
253,LaWanna's Mango Salsa on Tilapia Fillets,100,17.39769,2.08433,1.99396,1.44039,0.17511,0.03389,0.29938,0.00451888,allrecipes,US,4
254,Greek Lamb and Orzo,100,20.25216,1.24425,2.22377,0.41696,0.72802,0.29121,0.16546,0.029782587,allrecipes,US,6
255,Pork Tenderloin with Steamed Kale,100,46.52035,2.03485,1.0375,0.04016,3.94252,0.59573,0.22758,0.037484019,allrecipes,US,4
256,Easy Microwave Chilaquiles,100,65.48563,1.94389,3.21224,0.04825,5.12167,2.69525,0.25505,0.059281726,allrecipes,US,4
257,Tangy Barbecued Chicken,100,16.12212,1.44701,0.02753,0.00612,1.07073,0.26003,0.00306,0.057819383,allrecipes,US,8
258,Italian Heroes,100,56.71921,2.56511,5.11429,0.30271,2.97404,0.98781,0.43548,0.199685601,allrecipes,US,4
259,Chicken Pot Pie VII,100,22.63287,0.97229,1.73933,0.19446,1.30179,0.3295,0.11343,0.072381961,allrecipes,US,8
260,Chicken Fried Steak I,100,26.92512,2.11648,1.93756,0.63713,1.13024,0.42766,0.048,0.010909694,allrecipes,US,4
261,Deadly Delicious Lasagna,100,11.21076,0.58101,0.75453,0.23786,0.6512,0.3217,0.08384,0.024566192,allrecipes,US,18
262,Shrimp Creole Bake,100,8.22317,0.64208,1.12365,0.28162,0.13799,0.06477,0.13236,0.017741781,allrecipes,US,8
263,Monte Cristo Sandwiches,100,46.12271,3.73627,2.85364,0.75655,2.15682,1.23436,0.09291,0.105518134,allrecipes,US,4
264,Slow Cooker Roast Beef,100,37.53221,2.73207,0.29755,0.03381,2.75912,1.10906,0.04058,0.092647069,allrecipes,US,6
265,Passover Zucchini-Stuffed Chicken,100,14.50863,1.99303,0.9087,0.11072,0.26726,0.07636,0.03054,0.025581014,allrecipes,US,8
266,Indian Chicken Curry (Murgh Kari),100,20.06042,1.78993,0.6906,0.22081,1.14161,0.22081,0.13624,0.064362459,allrecipes,US,6
267,Chicken in Every Pot Pie,100,13.31198,1.14352,1.47959,0.30552,0.29243,0.08293,0.10039,0.050192696,allrecipes,US,8
268,Chicken Lasagna with White Sauce,100,18.18859,1.30235,1.4573,0.19554,0.80428,0.38369,0.08117,0.033573265,allrecipes,US,8
269,Pesto Cream Sauce,100,26.05821,1.29329,2.00921,0.26174,1.47419,0.63895,0.14626,0.027713306,allrecipes,US,8
270,Braciola II,100,11.50637,0.82054,1.0186,0.40791,0.45035,0.11318,0.22164,0.042913092,allrecipes,US,6
271,Shepherd's Pie VI,100,17.04728,0.87122,1.98005,0.21875,0.64116,0.27532,0.27532,0.011314564,allrecipes,US,6
272,Shrimp and Crab Stuffed Flounder,100,12.71249,1.62625,0.30091,0.08452,0.49362,0.18595,0.02367,0.037867006,allrecipes,US,8
273,Aunt Eileen's Stuffed Eggplant,100,22.09734,0.66081,1.80796,0.5445,1.52778,0.37005,0.66609,0.047578015,allrecipes,US,4
274,Fresh Herbed Halibut,100,26.05851,4.61332,0.3764,0.0193,0.62733,0.08686,0.14477,0.055012402,allrecipes,US,4
275,Lasagna Spinach Roll-Ups,100,14.38164,0.87227,1.94639,0.29917,0.4037,0.20906,0.21627,0.035683777,allrecipes,US,8
276,Sausage,,,,,,,,,0,allrecipes,US,
277,Stewed Korean Short Ribs (Kalbi Jim),100,37.1775,1.33885,0.81021,0.60334,3.15463,1.36758,0.05746,0.046543699,allrecipes,US,6
278,Tofu,,,,,,,,,0,allrecipes,US,
279,Seven Layer Casserole,100,26.87742,0.76393,2.51976,0.24798,1.53585,0.53995,0.31197,0.05479474,allrecipes,US,5
280,Scallop-Topped Portabello Mushrooms,100,49.91933,3.66965,1.11606,0.16377,3.48768,0.84311,0.10918,0.065507746,allrecipes,US,4
281,Catfish with Tropical Fruit Salsa,100,19.91884,1.5373,3.06634,0.21489,0.26448,0.06612,0.23969,0.018183171,allrecipes,US,4
282,Megaturkey,100,12.12797,1.40697,0.17568,0.11712,0.60563,0.21729,0.01541,0.005393635,allrecipes,US,12
283,Pork Chops with a Riesling Peach Sauce,100,19.05542,1.28223,0.89044,0.74797,0.68564,0.18699,0.02671,0.011575723,allrecipes,US,4
284,Grilled Jerk Pork Tenderloin,100,12.11292,1.31386,0.53727,0.26375,0.52261,0.15141,0.11722,0.054703526,allrecipes,US,8
285,Swordfish Calabrian Style,100,27.24746,1.68417,1.58192,0.11428,1.12478,0.20451,0.35488,0.024059572,allrecipes,US,4
286,Best Tuna Melt (New Jersey Diner Style),100,50.94779,3.78918,2.16945,0.38284,2.98422,1.23688,0.28468,0.080495538,allrecipes,US,4
287,Chicken Spaghetti Casserole II,100,21.50089,1.29552,1.54847,0.13331,1.09726,0.40336,0.08887,0.026662474,allrecipes,US,9
288,Ham and Asparagus Fettuccine,100,52.43685,1.45349,3.12952,0.17386,3.88756,2.26021,0.18082,0.05494047,allrecipes,US,6
289,Crab Stuffed Chicken Breasts,100,33.8762,3.48684,1.16228,0.2197,1.6442,0.94258,0.10631,0.08787969,allrecipes,US,4
290,Juicy Butt Steaks,100,48.85598,2.90962,4.37402,3.72175,2.35967,0.80574,0.13429,0.192482318,allrecipes,US,2
291,Throw Together Mexican Casserole,100,27.93249,1.44929,3.56845,0.35811,0.91844,0.31177,0.50557,0.082575687,allrecipes,US,4
292,Bob's Mexican Stuffed Chicken,100,36.14718,3.45756,2.41636,0.38308,1.45375,0.80545,0.19645,0.109030902,allrecipes,US,4
293,BBQ Turkey,100,13.69432,1.24561,0.17144,0.1016,0.81171,0.34289,0.0254,0.013863652,allrecipes,US,12
294,Mark's Quick Beef Spanish Rice,100,27.32813,2.0578,1.66459,0.21627,1.33036,0.51773,0.11141,0.041287109,allrecipes,US,4
295,Steamed Mussels with Curry,100,13.10476,1.6301,1.16132,0.18112,0.29832,0.04262,0.44748,0.021308558,allrecipes,US,2
296,Shrimp Paella,100,11.92831,1.27675,1.37865,0.15585,0.07193,0.01798,0.06594,0.021578853,allrecipes,US,4
297,No Ordinary Meatloaf,100,21.06847,1.37053,1.59626,0.16124,1.00505,0.37085,0.12899,0.055358486,allrecipes,US,8
298,Vegetable Paella,100,37.50254,5.22933,3.75025,0.0701,0.48368,0.0701,0.60284,0.068696244,allrecipes,US,4
299,Sunday Surprise,100,31.1826,1.82412,1.68238,0.43138,2.10144,1.0538,0.20953,0.03327787,allrecipes,US,4
300,Chicken-Stuffed Shells with Sherry Sauce,100,44.23474,2.34514,4.12155,0.34405,1.94492,0.87065,0.18958,0.051958265,allrecipes,US,4
301,Stupid Hot Dog Thing,100,18.12296,0.82772,1.44183,0.28369,1.00127,0.52066,0.08344,0.054402243,allrecipes,US,10
302,Lobster Tenderloin,100,24.60332,1.50649,0.10234,0.02866,1.89949,0.96203,0.01228,0.022924888,allrecipes,US,8
303,Four Seasons Enchiladas,100,20.28887,1.21104,2.20189,0.2097,0.78639,0.38271,0.27786,0.059241396,allrecipes,US,8
304,Authentic Paella,100,12.25658,0.87103,1.11989,0.03318,0.4521,0.11199,0.05599,0.021360874,allrecipes,US,8
305,Embutido,100,70.82043,2.887,9.34211,2.71672,2.70124,0.99071,0.85139,0.108359133,allrecipes,US,4
306,Fire and Ice Pasta,100,25.34013,0.46483,1.7584,0.3639,1.90981,0.36921,0.20187,0.025499498,allrecipes,US,7
307,Kae's Turkey Pot Pie,100,20.14795,1.17929,1.37946,0.13925,1.0879,0.4134,0.20888,0.034812881,allrecipes,US,8
308,Honey Mustard Tofu,100,44.70213,2.26872,5.63818,1.52928,1.70574,0.59659,0.88228,0.021846904,allrecipes,US,4
309,Oven Barbecued Beef Brisket II,100,52.34425,2.72961,1.14537,0.52987,4.03554,1.62171,0.02141,0.042817384,allrecipes,US,4
310,Tarragon Lover's Scallops,100,39.31114,3.11258,0.58159,0.04308,2.42329,1.09856,0.02154,0.103393682,allrecipes,US,4
311,Coconut Curry Chicken,100,61.47042,4.95009,0.89264,0.20287,4.32119,2.51562,0.22316,0.081149071,allrecipes,US,2
312,Portobello Burgers with Goat Cheese,100,40.25056,1.1606,3.16901,0.60911,2.69983,0.78196,0.44448,0.04115599,allrecipes,US,4
313,DASH Diet Mexican Bake,100,12.49255,1.09166,1.41839,0.23063,0.27291,0.11916,0.30367,0.013837904,allrecipes,US,6
314,Stuffed Guinea Squash (Eggplant),100,45.47734,1.7472,2.67514,0.64371,3.18509,1.94783,0.43471,0.084434041,allrecipes,US,4
315,Greek Traditional Turkey with Chestnut and Pine Nut Stuffing,100,15.63182,1.44733,0.3761,0.08227,0.87814,0.34252,0.01007,0.010745828,allrecipes,US,12
316,Crab and Swiss Omelet,100,116.0519,8.9809,1.4142,0.4957,8.25193,4.72372,0.04374,0.10497157,allrecipes,US,2
317,Reuben Hot Dish,100,12.36603,0.6677,1.15484,0.18736,0.57913,0.26912,0.14308,0.057231235,allrecipes,US,10
318,Great Mac and Cheese,100,30.00066,1.25003,2.86036,0.55148,1.50003,0.91914,0.16177,0.049265793,allrecipes,US,6
319,Drip Beef Sandwiches,100,39.96337,3.76101,0.10697,0.01284,2.61431,1.03545,0.03851,0.175855961,allrecipes,US,5
320,Stuffed Eggplant,100,63.85512,2.02819,3.37595,0.46452,4.56015,1.28234,0.50378,0.136084686,allrecipes,US,4
321,Fruit Glazed Pork Roast,100,10.19044,0.97105,0.41353,0.38399,0.49475,0.18461,0.01108,0.004799846,allrecipes,US,10
322,Steak Mix-Up,100,32.00692,2.13379,0.85352,0.44406,2.21453,0.74971,0.09804,0.035178777,allrecipes,US,4
323,Sauteed Scallops,100,78.93467,7.43028,1.25446,0,4.78626,2.85632,0.0386,0.102286982,allrecipes,US,2
324,Ham with Honey and Brown Sugar Glaze,100,28.92522,1.69904,1.69904,1.58065,1.68944,0.60154,0.0512,0.117108758,allrecipes,US,8
325,Vegetarian Four Cheese Lasagna,100,14.43676,0.9219,0.65302,0.28169,0.94431,0.47696,0.15365,0.03777245,allrecipes,US,8
326,Breaded SPAMÂ® Steaks,100,66.08748,2.04913,5.32055,0.17975,4.0683,0.95866,0.22768,0.164769323,allrecipes,US,3
327,Miso Salmon (Sake Misozuke) with Spinach Sauce,100,38.36874,3.32529,2.5994,1.07156,1.33426,0.25579,0.42862,0.473560135,allrecipes,US,4
328,Czech Roast Pork,100,16.01793,1.05732,0.25994,0.07025,1.16622,0.42504,0.05972,0.035127037,allrecipes,US,8
329,Brie Cranberry and Chicken Pizza,100,59.25672,3.28138,6.28875,2.88406,2.42507,1.21254,0.20551,0.08631615,allrecipes,US,4
330,Thai Chicken,100,21.75336,1.30867,2.68667,0.481,0.65867,0.34667,0.13433,0.044200044,allrecipes,US,4
331,Pasta Primavera with Italian Turkey Sausage,100,21.45266,0.92197,2.2532,0.14841,0.98044,0.19789,0.21138,0.027883967,allrecipes,US,8
332,Ground Beef Mexican Style,100,43.21133,1.99528,3.07556,0.35419,2.57969,1.16293,0.30697,0.034828808,allrecipes,US,4
333,Sausage Bowties with Artichokes,100,49.2278,2.61261,5.08366,0.41184,2.12999,0.79151,0.41828,0.11003861,allrecipes,US,4
334,Lamb Casserole,100,15.04041,1.16051,0.84781,0.16956,0.75532,0.28187,0.19819,0.033912488,allrecipes,US,6
335,Baked Ravioli,100,12.29714,0.7257,1.35101,0.27188,0.43918,0.24051,0.16731,0.035762088,allrecipes,US,9
336,Fish Burger Surprise,100,12.80966,0.86946,1.77211,0.52433,0.29203,0.05973,0.24889,0.028871522,allrecipes,US,12
337,Saucy Beef and Vegetable Casserole,100,21.49984,0.81107,1.93541,0.34331,1.21446,0.648,0.11158,0.054929728,allrecipes,US,8
338,One-Pot Hamburger Adobo Dinner,100,14.9792,0.97642,1.01526,0.54369,0.78779,0.23856,0.26075,0.028294036,allrecipes,US,6
339,Reuben Sandwich II,100,59.45428,2.35239,3.27079,0.4592,4.14891,1.80457,0.54782,0.159511476,allrecipes,US,4
340,Foolproof Rib Roast,100,25.2092,1.61934,0.02626,0.00438,2.02199,0.81405,0.00438,0.038514058,allrecipes,US,6
341,Spicy Apricot Chicken Stir-Fry,100,13.1627,1.11883,1.38807,0.89147,0.39488,0.07778,0.19744,0.031710134,allrecipes,US,6
342,Spaghetti Sauce with Meat,100,19.15849,0.95407,1.8137,0.16383,0.89817,0.30839,0.15805,0.021008808,allrecipes,US,10
343,Easy Taco Rolls,100,23.26052,1.23607,2.0264,0.18728,1.13119,0.53937,0.14608,0.051315474,allrecipes,US,8
344,Kalbskotelett (Veal Cutlet),100,29.23326,1.8294,1.59454,0.26576,1.39059,0.70456,0.14215,0.059331776,allrecipes,US,4
345,Slow Cooker Beef Stroganoff II,100,25.07454,1.34614,2.30518,0.11508,1.14387,0.42198,0.09067,0.036966643,allrecipes,US,6
346,Sausage and Rice Stuffed Peppers,100,42.12756,1.43834,5.10017,0.26721,1.75174,0.85443,0.17484,0.037607999,allrecipes,US,6
347,Pasta with Tomato and Bacon,100,48.69955,1.78852,5.59183,0.74342,2.12252,0.77575,0.3771,0.072187386,allrecipes,US,4
348,Skillet Pork Chops with Potatoes and Onion,100,24.64031,1.45475,2.17169,0.20186,1.14153,0.34107,0.20882,0.07517384,allrecipes,US,4
349,Stuffed Green Peppers II,100,12.60658,0.81303,1.20585,0.47503,0.50244,0.1827,0.20097,0.019488429,allrecipes,US,6
350,Simple Beef Stroganoff,100,61.5968,2.60358,4.37256,0.19958,3.67404,1.5694,0.24494,0.059873178,allrecipes,US,4
351,Zesty Pork Tenderloin,100,14.47826,1.44383,1.24785,0.17198,0.41195,0.09999,0.20398,0.053593569,allrecipes,US,6
352,Conrad's Spaghetti and Meat Sauce,100,26.34256,1.38071,2.74932,0.15139,1.05976,0.39968,0.2604,0.022406317,allrecipes,US,6
353,Sunset Chicken,100,19.94348,1.51473,0.61621,0.44926,1.25064,0.34909,0.07589,0.013659917,allrecipes,US,7
354,Ham and Cheese Omelet Casserole,100,40.26514,3.13613,0.65295,0.37594,2.76019,1.25643,0,0.142461417,allrecipes,US,4
355,French Leek and Ham Shepherd's Pie,100,22.69403,0.96492,1.6844,0.26224,1.37173,0.57828,0.2219,0.052784642,allrecipes,US,6
356,Bubble Pizza,100,26.27368,1.2,1.91158,0.36632,1.53263,0.56421,0.12632,0.082526316,allrecipes,US,8
357,Classic Chulent,100,13.43335,0.47797,2.45523,0.4025,0.2264,0.08553,0.35219,0.054840284,allrecipes,US,8
358,Squash Stuffed Chicken Breasts,100,42.21998,3.47101,4.85392,0.20148,0.89752,0.48539,0.26559,0.018316696,allrecipes,US,4
359,Alabama Pulled Pig,100,8.62614,0.66538,0.12357,0.08555,0.57508,0.23763,0.01426,0.04420005,allrecipes,US,16
360,Linguine with Chicken and Vegetables in a Cream Sauce,100,27.23578,1.28643,2.38986,0.06997,1.31873,0.76971,0.16686,0.014532928,allrecipes,US,8
361,Chicken with 40 Cloves of Garlic,100,33.41314,3.08061,0.46926,0.02173,2.07692,0.64741,0.03476,0.036498095,allrecipes,US,4
362,Grilled Shrimp and Chicken Pasta,100,54.83316,3.11326,5.17901,0.36282,2.29398,1.20551,0.23993,0.018141174,allrecipes,US,4
363,Simple,,,,,,,,,0,allrecipes,US,
364,Baked Salmon II,100,135.82983,8.04343,0.64259,0.04432,11.50011,1.79481,0.15511,0.274761799,allrecipes,US,2
365,Fettucine with Heavenly Salmon Sauce,100,57.34066,2.67526,4.90943,0.40273,3.02045,1.56296,0.31643,0.018218604,allrecipes,US,4
366,Halushki,100,13.327,0.75014,1.78757,0.2035,0.36709,0.13167,0.18355,0.00199506,allrecipes,US,8
367,Tongue Tacos,100,25.54267,1.54339,0.71754,0.1038,1.80965,0.62728,0.12185,0.005866691,allrecipes,US,6
368,Authentic Bangladeshi Beef Curry,100,20.50493,1.24952,0.56389,0.18583,1.4802,0.46777,0.12816,0.003203896,allrecipes,US,6
369,Ground Beef Curly Noodle,100,30.06536,1.90359,2.46732,0.46569,1.39706,0.60458,0.22059,0.068627451,allrecipes,US,4
370,Swordfish a la Siciliana,100,26.11439,2.20865,0.89286,0.1544,1.55075,0.27524,0.10741,0.030209452,allrecipes,US,6
371,Ham and Fruit Stir-Fry,100,48.02792,5.33435,2.28258,1.92612,1.86984,0.56908,0.14383,0.51029661,allrecipes,US,3
372,Chile Rellenos,100,49.59308,2.62355,3.50029,0.72281,2.83102,1.69326,0.22086,0.117122664,allrecipes,US,4
373,Kheema Pulao,100,20.36432,0.71723,2.8145,0.18251,0.69802,0.21453,0.13128,0.007364454,allrecipes,US,6
374,Caprese Burger,100,51.4745,3.72525,2.33057,0.22939,2.89945,1.20199,0.16516,0.044959903,allrecipes,US,4
375,Southern Grilled Barbecued Ribs,100,17.41593,0.83892,0.82214,0.71811,1.19126,0.48993,0.01342,0.02416083,allrecipes,US,8
376,Beef and Spinach Curry,100,44.01822,2.267,0.76007,0.21811,3.60209,1.79113,0.27759,0.048909128,allrecipes,US,4
377,Pierogi Casserole,100,26.73272,0.79429,2.05833,0.14946,1.73805,0.92241,0.17936,0.02263313,allrecipes,US,8
378,Cordon Bleu Rollups with Honey Mustard Wine sauce,100,19.31063,1.24923,0.81534,0.54833,0.73905,0.34807,0.00477,0.031469182,allrecipes,US,8
379,Red Snapper Livornese,100,19.10333,2.10475,0.72694,0.32121,0.87909,0.13524,0.20287,0.047335678,allrecipes,US,4
380,Hangtown Fry with Parmesan and Fresh Herbs,100,54.90997,4.3319,1.70918,0.07858,3.29067,1.31627,0.00982,0.066795674,allrecipes,US,3
381,Ribs Fantastic,100,78.04937,2.68332,1.896,1.69515,6.6119,2.87212,0.03615,0.036554259,allrecipes,US,4
382,Andy's Barbeque Pork,100,6.75936,0.44605,0.22646,0.14754,0.40659,0.14926,0.00858,0.007376972,allrecipes,US,18
383,Sweet Potato and Turkey Shepherd's Pie,100,16.28389,0.84662,2.36693,0.51518,0.37828,0.09367,0.33504,0.02053499,allrecipes,US,6
384,Korean Chicken,100,53.49431,4.39947,0.40424,0.23581,3.68531,1.02407,0.0539,0.09028007,allrecipes,US,4
385,Hamburger Tomato Mix,100,19.57672,0.97884,0.80688,0.30423,1.35582,0.54233,0.12566,0.025793651,allrecipes,US,6
386,Gnocchi with Cherry Tomato Sauce,100,20.37042,0.50073,2.29879,0.1138,1.10956,0.3983,0.31295,0.038123418,allrecipes,US,4
